Invoice No,actual_shipment_date,Cust Po,Pick Ticket,customer.customer_id,customer.customer_name,order_number,PO Date,product.ndc,product.description,Category,Source,Batch,Exp Date,shipped_quantity,Size/dimensions,Pill Count,unit_selling_price,Freight,Gross_sales,Discount,Final Inv Amt,MM-YEAR,Contract ID,DEANO,DEA Exp Date,State Lic,State Lic Exp Dt,Ship To Code,Customer Name,STREET,address.city,address.state,address.postal_code,Shipping Method,Trecking No,Rxtpl Delivery No,RxtplInvoiceNo,Transfer_price,contract_price,ordered_quantity
6040831,3/21/2023,8163617475,20128959,1020909,MCKESSON FINANCIAL CENTER,1028652,3/23/2023,70756-201-11,AMITRIPTYLINE HCL TABLETS USP 10MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Y9JKW001,12/31/2025,24,100'S,0,6.5,0,156,0,156,Mar-23,LPMCK001,RM0623834,12/31/2023,132000107,6/30/2023,1063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,,,,,,,
6040832,3/21/2023,8115880849,20128986,1020909,MCKESSON FINANCIAL CENTER,1028679,3/23/2023,70756-405-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 25MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VNJKV002,9/30/2025,12,25MG,0,45,0,540,0,540,Mar-23,LPMCK001,RM0328408,12/31/2023,82692,8/31/2023,1020912,MCKESSON DC# 8115,3301 POLLOK DRIVE,CONROE,TX,77303,,1ZA02E120305232825 1ZA02E120305232825,,,,,,
6040832,3/21/2023,8115880849,20128986,1020909,MCKESSON FINANCIAL CENTER,1028679,3/23/2023,70756-288-11,"BACLOFEN TABLETS 10MG, 100CT.",Non-controlled,MANKIND PHARMA LTD UNIT-3,XBJKV004,9/30/2024,48,100CT.,0,6,0,288,0,288,Mar-23,LPMCK001,RM0328408,12/31/2023,82692,8/31/2023,1020912,MCKESSON DC# 8115,3301 POLLOK DRIVE,CONROE,TX,77303,,,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,24,100'S,0,35,0,840,0,840,Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,1ZA02E120305234636 1ZA02E120305234636 1ZA02E120305234636 1ZA02E120305234636 1ZA02E120305234636 1ZA02E120305234636,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV025,10/31/2025,96,500MG,0,17.5,0,"1,680.00",0,"1,680.00",Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXW001,12/31/2024,48,5 ML,0,15,0,720,0,720,Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-614-30,"PHENYLEPHRINE HCL OPH. SOLN. USP, 10%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),C4JXV003,5/31/2024,96,5ML,0,40,0,"3,840.00",0,"3,840.00",Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,,,,,,,
6040833,3/22/2023,491000653,20129005,1018504,Amerisource Bergen Corp,1028758,3/23/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKV003,11/30/2024,24,100CT.,0,16,0,384,0,384,Mar-23,LPABC001,RA0290736,7/31/2023,5306001036,3/13/2024,1018528,AMERISOURCE BERGEN -DC DIV 49,1 INDUSTRIAL PARK DRIVE,WILLIAMSTON,MI,48895,,,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV013,6/30/2024,108,90,"9,720.00",8.65,0,934.2,0,934.2,Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,1ZA02E120305232905,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-702-30,ALOSETRON TABLETS USP 0.5 MG 30'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q0JKV003,10/31/2025,12,30'S,0,155,0,"1,860.00",0,"1,860.00",Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-201-11,AMITRIPTYLINE HCL TABLETS USP 10MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Y9JKW001,12/31/2025,24,100'S,0,6.5,0,156,0,156,Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKV008,11/30/2025,24,100'S,0,8.5,0,204,0,204,Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-202-12,AMITRIPTYLINE HCL TABLETS USP 25MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z7JKV005,11/30/2025,12,1000'S,0,85,0,"1,020.00",0,"1,020.00",Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,1ZA02E120305232941 1ZA02E120305232941 1ZA02E120305232941 1ZA02E120305232941 1ZA02E120305232941 1ZA02E120305232941 1ZA02E12030523294,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-204-11,AMITRIPTYLINE HCL TABLETS USP 75MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,4AJKW001,12/31/2025,24,100'S,0,22,0,528,0,528,Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,,,,,,,
6040834,3/21/2023,8131728919,20128999,1020909,MCKESSON FINANCIAL CENTER,1028689,3/23/2023,70756-623-86,"PHENYLEPHRINE HCL INJECTION USP, 10ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,RLJKV004,11/30/2024,48,10 ML VIAL,0,30,0,"1,440.00",0,"1,440.00",Mar-23,LPMCK001,PM0018425,12/31/2023,WHI.0006034,10/31/2024,1020917,MCKESSON DC# 8131,14500 E. 39TH AVE,AURORA,CO,80011-1210,,,,,,,,
6040835,3/21/2023,98606,20129042,1058333,KEYSOURCE,1028710,3/23/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV013,6/30/2024,72,90,"6,480.00",4,0,288,0,288,Mar-23,LPKMI002,RK0584385,12/31/2023,132000051,6/30/2023,1058334,KEYSOURCE,"""7800 PALACE DR. STE 200""",CINCINNATI,OH,45249,,1ZA02E120305235135 1ZA02E120305235135 1ZA02E120305235135 1ZA02E120305235135,,,,,,
6040835,3/21/2023,98606,20129042,1058333,KEYSOURCE,1028710,3/23/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV018,11/30/2024,96,10ML,0,5.29,0,507.84,0,507.84,Mar-23,LPKMI002,RK0584385,12/31/2023,132000051,6/30/2023,1058334,KEYSOURCE,"""7800 PALACE DR. STE 200""",CINCINNATI,OH,45249,,,,,,,,
6040835,3/21/2023,98606,20129042,1058333,KEYSOURCE,1028710,3/23/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXW001,12/31/2024,384,5 ML,0,2.71,0,"1,040.64",0,"1,040.64",Mar-23,LPKMI002,RK0584385,12/31/2023,132000051,6/30/2023,1058334,KEYSOURCE,"""7800 PALACE DR. STE 200""",CINCINNATI,OH,45249,,1ZA02E120305235117 1ZA02E120305235117,,,,,,
6040835,3/21/2023,98606,20129042,1058333,KEYSOURCE,1028710,3/23/2023,70756-806-30,LANSOPRAZOLE DELAYED RELEASE CAPSULES 15,Non-controlled,Inventia Healthcare Limited,A0IOV006,5/31/2024,36,30,"1,080.00",1.75,0,63,0,63,Mar-23,LPKMI002,RK0584385,12/31/2023,132000051,6/30/2023,1058334,KEYSOURCE,"""7800 PALACE DR. STE 200""",CINCINNATI,OH,45249,,,,,,,,
6040835,3/21/2023,98606,20129042,1058333,KEYSOURCE,1028710,3/23/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV006,10/31/2025,96,90'S,0,2.58,0,247.68,0,247.68,Mar-23,LPKMI002,RK0584385,12/31/2023,132000051,6/30/2023,1058334,KEYSOURCE,"""7800 PALACE DR. STE 200""",CINCINNATI,OH,45249,,,,,,,,
6040836,3/21/2023,P00018656,20128934,1043701,JAMS WHOLESALE DISTRIBUTION,1028708,3/23/2023,70756-612-60,"ARFORMOTEROL TART INHAL SOLUTION, 60X2ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,YVV003,11/30/2024,24,60X2ML SINGLE UNIT-DOSE VIALS,0,70,0,"1,680.00",0,"1,680.00",Mar-23,LPJAM001,,,,,1043702,JAMS WHOLESALEDISTRIBUTIONSERVICES,4811 Lyons Technology Parkway,Coconut Creek,FL,33073,,1ZA02E120105233695,,,,,,
6040837,3/21/2023,8147941609,20129011,1020909,MCKESSON FINANCIAL CENTER,1028696,3/23/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV052,10/31/2025,6,500'S,0,194.45,0,"1,166.70",0,"1,166.70",Mar-23,LPMCK001,PF0000012,12/31/2023,WLS 3076,10/1/2023,1020922,MCKESSON DC# 8147,9501 S. NORWALK BLVD.,SANTA FE SPRINGS,CA,90670-2929,,,,,,,,
6040837,3/21/2023,8147941609,20129011,1020909,MCKESSON FINANCIAL CENTER,1028696,3/23/2023,70756-704-60,RANOLAZINE ER TABLETS 1000MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S3JKV012,9/30/2025,24,1000MG,0,28.05,0,673.2,0,673.2,Mar-23,LPMCK001,PF0000012,12/31/2023,WLS 3076,10/1/2023,1020922,MCKESSON DC# 8147,9501 S. NORWALK BLVD.,SANTA FE SPRINGS,CA,90670-2929,,,,,,,,
6040837,3/21/2023,8147941609,20129011,1020909,MCKESSON FINANCIAL CENTER,1028696,3/23/2023,70756-085-11,"BACLOFEN TABLETS 5MG, 100CT.",Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,9/30/2024,48,100CT.,0,35,0,"1,680.00",0,"1,680.00",Mar-23,LPMCK001,PF0000012,12/31/2023,WLS 3076,10/1/2023,1020922,MCKESSON DC# 8147,9501 S. NORWALK BLVD.,SANTA FE SPRINGS,CA,90670-2929,,1ZA02E120305235162 1ZA02E120305235162 1ZA02E120305235162,,,,,,
6040838,3/21/2023,8165964931,20128935,1020909,MCKESSON FINANCIAL CENTER,1028661,3/23/2023,70756-612-60,"ARFORMOTEROL TART INHAL SOLUTION, 60X2ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,YVV003,11/30/2024,10,60X2ML SINGLE UNIT-DOSE VIALS,0,140,0,"1,400.00",0,"1,400.00",Mar-23,LPMCK001,RM0138328,12/31/2023,1-W-231,6/30/2023,1020927,MCKESSON DC# 8165,4012 SOUTH PURDUE,OKLAHOMA CITY,OK,73179-7816,,1ZA02E120105233775,,,,,,
6040839,3/21/2023,148167,20128936,1018628,ASSOCIPHARMACIESINC,1028707,3/23/2023,70756-612-60,"ARFORMOTEROL TART INHAL SOLUTION, 60X2ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,YVV003,11/30/2024,30,60X2ML SINGLE UNIT-DOSE VIALS,0,70,0,"2,100.00",0,"2,100.00",Mar-23,LPAPI001,RA0429375,6/30/2023,3718,3/31/2025,1018629,ASSOCIATEDPHARMINC,5375 MINERAL WELLS ROAD,MEMPHIS,TN,38141,,1ZA02E120105233739,,,,,,
6040840,3/22/2023,371000607,20129004,1018504,Amerisource Bergen Corp,1028759,3/23/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,12,100'S,0,35,0,420,0,420,Mar-23,LPABC001,RA0289276,7/31/2023,64977,10/3/2024,1018524,AMERISOURCE BERGEN -DC DIV 37,12727 WEST AIRPORT BLVD.,SUGAR LAND,TX,77478,,,,,,,,
6040840,3/22/2023,371000607,20129004,1018504,Amerisource Bergen Corp,1028759,3/23/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV025,10/31/2025,12,500MG,0,17.5,0,210,0,210,Mar-23,LPABC001,RA0289276,7/31/2023,64977,10/3/2024,1018524,AMERISOURCE BERGEN -DC DIV 37,12727 WEST AIRPORT BLVD.,SUGAR LAND,TX,77478,,1ZA02E120305235199 1ZA02E120305235199 1ZA02E120305235199,,,,,,
6040840,3/22/2023,371000607,20129004,1018504,Amerisource Bergen Corp,1028759,3/23/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXW001,12/31/2024,96,5 ML,0,15,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0289276,7/31/2023,64977,10/3/2024,1018524,AMERISOURCE BERGEN -DC DIV 37,12727 WEST AIRPORT BLVD.,SUGAR LAND,TX,77478,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKW001,11/30/2024,24,100CT.,0,16,0,384,0,384,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-440-11,PRAZOSIN HCL CAPSULES USP 5 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1QJKV003,11/30/2024,24,100CT.,0,23,0,552,0,552,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKW001,11/30/2024,24,100CT.,0,13,0,312,0,312,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,1ZA02E120305232432 1ZA02E120305232432 1ZA02E120305232432 1ZA02E120305232432,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-614-30,"PHENYLEPHRINE HCL OPH. SOLN. USP, 10%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),C4JXV003,5/31/2024,240,5ML,0,40,0,"9,600.00",0,"9,600.00",Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXW001,12/31/2024,48,5 ML,0,15,0,720,0,720,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,1ZA02E120305233253 1ZA02E120305233253 1ZA02E120305233253 1ZA02E120305233253 1ZA02E120305233253,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV017,11/30/2024,48,10ML,0,30,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,24,100'S,0,35,0,840,0,840,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040841,3/22/2023,551000673,20129026,1018504,Amerisource Bergen Corp,1028747,3/23/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV025,10/31/2025,24,500MG,0,17.5,0,420,0,420,Mar-23,LPABC001,RA0363301,7/31/2023,268,12/31/2023,1018530,AMERISOURCE BERGEN -DC DIV 55,120 TRANS AIR DRIVE,MORRISVILLE,NC,27560,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-204-11,AMITRIPTYLINE HCL TABLETS USP 75MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,4AJKW001,12/31/2025,24,100'S,0,22,0,528,0,528,Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-202-12,AMITRIPTYLINE HCL TABLETS USP 25MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z7JKV005,11/30/2025,12,1000'S,0,85,0,"1,020.00",0,"1,020.00",Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-201-11,AMITRIPTYLINE HCL TABLETS USP 10MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Y9JKW001,12/31/2025,24,100'S,0,6.5,0,156,0,156,Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV012,8/31/2024,6,500,"3,000.00",48.05,0,288.3,0,288.3,Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV013,6/30/2024,36,90,"3,240.00",8.65,0,311.4,0,311.4,Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,,,,,,,
6040842,3/21/2023,8183862372,20128976,1020909,MCKESSON FINANCIAL CENTER,1028672,3/23/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV012,9/30/2025,12,90'S,0,35,0,420,0,420,Mar-23,LPMCK001,PM0037374,12/31/2023,900115,10/31/2023,1020933,MCKESSON DC# 8183,1 COMMERCE DR,O'FALLON,MO,63366-4413,,1ZA02E120305235055 1ZA02E120305235055 1ZA02E120305235055 1ZA02E120305235055 1ZA02E120305235055 1ZA02E120305235055,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV012,8/31/2024,18,500,"9,000.00",48.05,0,864.9,0,864.9,Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,12,100'S,0,35,0,420,0,420,Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,1ZA02E120305233208 1ZA02E120305233208 1ZA02E120305233208,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV025,10/31/2025,24,500MG,0,17.5,0,420,0,420,Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV017,11/30/2024,48,10ML,0,30,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXW001,12/31/2024,144,5 ML,0,15,0,"2,160.00",0,"2,160.00",Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,1ZA02E120305233057 1ZA02E120305233057 1ZA02E120305233057 1ZA02E120305233057 1ZA02E120305233057 1ZA02E120305233057,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-621-25,"PHENYLEPHRINE HCL INJECTION USP, 25X1ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,RJJKV002,8/31/2024,27,"25X1ML, SINGLE DOSE VIALS",0,42,0,"1,134.00",0,"1,134.00",Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
6040843,3/22/2023,231000725,20129001,1018504,Amerisource Bergen Corp,1028761,3/23/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKW001,11/30/2024,24,100CT.,0,13,0,312,0,312,Mar-23,LPABC001,RA0336924,7/31/2023,,,1018517,AMERISOURCE BERGEN -DC DIV 23,5100 JAINDL BLVD.,BETHLEHEM,PA,18017,,,,,,,,
